,combinatory,Stat_ttest,p_ttest,df_ttest,Stat_wctest,p_wctest,Stat_kstest,p_kstest,Stat_mutest,p_mutest,index_ttest,index_wctest,index_kstest,index_mutest
2767,"(48, 56)",-0.22153865574209267,0.8249190605142769,183.73979183338102,2141.0,0.8646095831144757,0.09677419354838712,0.7765024241168351,4223.0,0.78310606043535,1,1,1,1
2768,"(48, 57)",0.063256486347869,0.9496312744707252,183.08116213748968,2079.5,0.6846310069625297,0.10752688172043012,0.655429386457258,4198.5,0.7323277266590686,1,1,1,1
2769,"(48, 58)",-0.41170059860876596,0.6810534381095369,178.27519275336635,2084.0,0.6973393355681611,0.13978494623655913,0.32356500602640936,4326.5,0.9967359816692514,1,1,1,1
2770,"(48, 59)",0.9137051127996633,0.3630442158727638,101.17039709433749,2059.5,0.6292507782301175,0.3548387096774193,1.6427887026265713e-05,3847.5,0.19428214583461278,1,1,0,1
2771,"(48, 60)",0.8431484984382716,0.40093797951030186,112.2812839718271,2078.0,0.6804140546702708,0.3010752688172043,0.0004363960539464239,3920.5,0.271698874516592,1,1,0,1
2772,"(48, 61)",0.46576781473676554,0.6421803024024139,126.87189317690151,2132.0,0.8375794511560817,0.21505376344086022,0.02710788651104582,3886.0,0.23280610573132887,1,1,0,1
2773,"(48, 62)",-0.5011164292165864,0.6169132271747086,176.59998518330283,2106.0,0.7606559653349334,0.12903225806451613,0.4210978127131917,4075.5,0.4978331065456847,1,1,1,1
2774,"(48, 63)",0.04966220325704191,0.9604462820790618,181.17906029069837,2175.0,0.967908145214643,0.10752688172043012,0.655429386457258,4103.0,0.5468149169916307,1,1,1,1
2775,"(48, 64)",0.7467448637400946,0.45670006214411996,118.22386717122745,2032.0,0.5564275455315766,0.25806451612903225,0.004085132093109034,3896.5,0.244099477913024,1,1,0,1
2776,"(48, 65)",0.3772756292528261,0.7064704912967954,159.43648674343095,2027.0,0.5436438682383117,0.12903225806451613,0.4210978127131917,4095.0,0.5327101532459946,1,1,1,1
2777,"(48, 66)",0.860808290874164,0.39122572596926775,109.4333373447669,2096.0,0.7316503165654915,0.25806451612903225,0.004085132093109034,3923.0,0.27467212152722,1,1,0,1
