,combinatory,Stat_ttest,p_ttest,df_ttest,Stat_wctest,p_wctest,Stat_kstest,p_kstest,Stat_mutest,p_mutest,index_ttest,index_wctest,index_kstest,index_mutest
947,"(12, 54)",-2.8727559352246406,0.004572433842537147,175.09479514155746,1422.5,0.0034600050072024005,0.21505376344086025,0.027107886511045797,3463.5,0.019074989781481665,0,0,0,0
948,"(12, 55)",-16.28725343067218,6.8957890481674885e-37,174.8525434456216,0.0,5.558168295262618e-17,0.8172043010752689,2.1285006457714108e-27,303.0,6.414494144409101e-28,0,0,0,0
949,"(12, 56)",-2.896074381771666,0.004261844450534548,174.6419856139693,1414.0,0.0031146145915688997,0.20430107526881724,0.041230293613639564,3461.0,0.018729015056275913,0,0,0,0
950,"(12, 57)",-18.305900824618323,1.0834636412318993e-36,121.1967905920038,16.0,9.351644394898934e-17,0.8709677419354839,4.594674735108977e-31,357.5,3.273436587493119e-27,0,0,0,0
951,"(12, 58)",18.299607335342433,1.924843706546727e-42,174.4272393188764,0.0,5.561432976001365e-17,0.8602150537634409,2.594764261934124e-30,8272.0,5.814225925256063e-27,0,0,0,0
952,"(12, 59)",2.951038371892079,0.003580861265553797,183.30710626399625,167.5,1.0522900235605335e-14,0.19354838709677424,0.06137500022392171,5264.0,0.0105224245975447,0,0,1,0
953,"(12, 60)",-11.270922144243276,2.385925754262903e-22,169.62696924057994,0.0,5.557805664666959e-17,0.6129032258064516,1.3450614564030334e-15,1112.0,2.1407448813736143e-18,0,0,0,0
954,"(12, 61)",-7.989456525600186,1.6523124710480678e-13,177.53259161921932,14.0,8.758473075539971e-17,0.4516129032258065,1.1572956985050623e-08,1884.0,3.000974361951302e-11,0,0,0,0
955,"(12, 62)",19.492656155884408,4.0279709887639325e-46,178.9207537024326,0.0,5.544765829630063e-17,0.8387096774193549,7.75827517850106e-29,8468.0,1.546834812124009e-29,0,0,0,0
956,"(12, 63)",-13.106484012974827,3.60769649201462e-23,96.7342469533608,3.0,6.141168652777694e-17,0.8817204301075269,7.962912998942335e-32,282.0,3.4109761088300354e-28,0,0,0,0
957,"(12, 64)",-5.4528165697574655,1.6202675081814922e-07,179.76316607889933,118.5,2.3679349766252906e-15,0.4193548387096774,1.5783880769922914e-07,2376.0,1.1168154225077891e-07,0,0,0,0
958,"(12, 65)",-37.93250333458547,1.124632140930523e-87,179.62596350926708,0.0,5.556355365641597e-17,1.0,8.159117334355236e-41,0.0,5.037863329342706e-32,0,0,0,0
959,"(12, 66)",12.151306279921325,9.788636780075106e-24,141.92808437179494,15.5,9.194119950620713e-17,0.6989247311827957,3.72378831205029e-20,7649.5,1.3335440906160052e-19,0,0,0,0
960,"(12, 67)",15.273392825264038,5.104792850984998e-33,159.35609746636274,0.0,5.563247469709799e-17,0.7204301075268817,2.178457220253676e-21,8104.5,7.389945343678909e-25,0,0,0,0
961,"(12, 68)",15.289534177037016,4.4481618347248216e-33,159.5948477441991,0.0,5.559619041040962e-17,0.7204301075268817,2.178457220253676e-21,8105.5,7.1847569952182e-25,0,0,0,0
962,"(12, 69)",-18.15312063000541,8.838551519738074e-43,182.9158930943871,0.0,5.557805664666959e-17,0.8387096774193549,7.75827517850106e-29,239.0,9.225024431580757e-29,0,0,0,0
963,"(12, 70)",-40.231195608929106,1.1732745807205604e-78,139.55772559687423,0.0,5.570147644434668e-17,1.0,8.159117334355236e-41,0.0,5.044102797857143e-32,0,0,0,0
964,"(12, 71)",5.100496817601959,8.624154694347722e-07,177.94024212666253,52.0,2.958730696190371e-16,0.30107526881720426,0.0004363960539464239,5902.5,1.7298761926498974e-05,0,0,0,0
965,"(12, 72)",-11.176028777841566,1.9515533903951054e-22,182.8663467375047,0.0,5.557805664666959e-17,0.6236559139784946,3.90581183398826e-16,1053.0,5.088135732772132e-19,0,0,0,0
966,"(12, 73)",-12.045823133084895,6.396302717293991e-25,181.0296172929001,0.0,5.559619041040962e-17,0.6344086021505376,1.1100456510859025e-16,969.0,6.303054196609746e-20,0,0,0,0
967,"(12, 74)",0.9207352547947933,0.35863496517197635,153.3362054545118,1843.5,0.19004302680928908,0.22580645161290325,0.017443486495211147,4802.0,0.1938164061875146,1,1,0,1
968,"(12, 75)",-23.43175961046689,8.62357224631278e-46,115.93572963792043,0.0,5.56651496694617e-17,1.0,8.159117334355236e-41,0.0,5.040161208070906e-32,0,0,0,0
969,"(12, 76)",-0.35680521689774486,0.7217038094590581,161.35482883402818,2010.0,0.501280250183,0.18279569892473116,0.08941479770378861,4117.0,0.5728248065320776,1,1,1,1
970,"(12, 77)",-0.42946997895081945,0.6680916221763464,181.14509370494773,2021.5,0.5297288699404705,0.17204301075268816,0.1274794396665775,4408.5,0.8200652027017206,1,1,1,1
971,"(12, 78)",-10.026892958026485,3.326210364378027e-18,141.37569885636879,40.5,2.0528168202452562e-16,0.6881720430107527,1.4907110110431222e-19,871.5,5.2084152278427624e-21,0,0,0,0
972,"(12, 79)",-29.905217765624414,1.9381268808496996e-56,116.31265035363428,0.0,5.567604535269579e-17,1.0,8.159117334355236e-41,0.0,5.029337258334087e-32,0,0,0,0
973,"(12, 80)",-7.484306274186009,1.96643209744569e-11,109.03475690072388,509.5,1.3467955760775893e-10,0.48387096774193555,6.992265167958447e-10,1985.0,1.8728790565903496e-10,0,0,0,0
974,"(12, 81)",0.9252002915846663,0.35608063113327737,182.9303245910225,1732.0,0.0822576170845918,0.10752688172043012,0.655429386457258,4529.5,0.5774739451864341,1,1,1,1
975,"(13, 14)",-22.765731856916037,3.0676634678015447e-46,124.69203881101573,0.0,5.571601342024781e-17,1.0,8.159117334355236e-41,0.0,5.033598540122924e-32,0,0,0,0
976,"(13, 15)",-5.654760716732597,6.126511566326557e-08,177.7550817835366,25.5,1.2680004842376677e-16,0.3225806451612903,0.00012536611591669995,2527.5,9.885876143338114e-07,0,0,0,0
977,"(13, 16)",13.313400808154237,1.0326044109651473e-28,182.83318202471685,0.0,5.563610435515526e-17,0.7311827956989247,5.101778063656103e-22,7907.5,1.6912423279870331e-22,0,0,0,0
978,"(13, 17)",14.082127815436936,1.367418847169329e-27,125.36049008448084,56.0,3.3652430209075085e-16,0.7956989247311828,5.358259318339822e-26,7755.5,9.206329580862159e-21,0,0,0,0
979,"(13, 18)",-28.678802461058318,9.121660129182989e-70,183.77985692478617,0.0,5.563247469709799e-17,1.0,8.159117334355236e-41,0.0,5.025734295817195e-32,0,0,0,0
980,"(13, 19)",8.36473880142092,9.432808902000827e-14,126.50402225118128,148.0,5.852512259045903e-15,0.6344086021505376,1.1100456510859025e-16,7072.0,7.247567905366238e-14,0,0,0,0
981,"(13, 20)",3.6351408892352386,0.00036570459792867663,173.84183100617514,1123.5,4.7172423936521875e-05,0.4301075268817204,6.749894325250883e-08,5974.5,7.008958901233514e-06,0,0,0,0
982,"(13, 21)",-17.52382976174974,4.7442495749588e-41,183.61886385555843,0.0,5.562158706425953e-17,0.8387096774193549,7.75827517850106e-29,174.0,1.2421347787891933e-29,0,0,0,0
983,"(13, 22)",0.5065088919293839,0.6131566739053376,169.7554777854211,1883.5,0.24717563600808,0.18279569892473113,0.08941479770378874,4700.0,0.30697157540344644,1,1,1,1
984,"(13, 23)",27.70739697796028,1.5190934116735875e-65,173.16583372877352,0.0,5.55345583943586e-17,0.956989247311828,2.0477724868212407e-37,8623.0,1.1600822265446658e-31,0,0,0,0
985,"(13, 24)",26.493067467445254,5.939731922137196e-63,173.94238030004868,0.0,5.558168295262618e-17,0.956989247311828,2.0477724868212407e-37,8626.5,1.0374757159103756e-31,0,0,0,0
986,"(13, 25)",8.15098126318498,1.7294873882943239e-13,141.60439953550232,288.0,3.578184705574058e-13,0.6344086021505376,1.1100456510859025e-16,7006.5,2.77965143929829e-13,0,0,0,0
987,"(13, 26)",13.416647449825318,3.025430896388826e-25,114.58570531141811,104.0,1.5156957413222361e-15,0.7741935483870968,1.2376988984255102e-24,7608.0,3.7641961860167465e-19,0,0,0,0
988,"(13, 27)",-23.121940375798605,4.781056895097858e-45,114.97328214605078,0.0,5.56869430494015e-17,1.0,8.159117334355236e-41,0.0,5.033598540122924e-32,0,0,0,0
989,"(13, 28)",23.815604315140742,1.4485323758025238e-55,166.91251044753565,0.0,5.561795830038072e-17,0.8817204301075269,7.962912998942335e-32,8533.5,1.9953306136219256e-30,0,0,0,0
990,"(13, 29)",11.867964310971448,3.597668385980112e-24,173.67829770175476,133.0,3.7092542041206916e-15,0.6774193548387096,5.84066460509891e-19,7664.5,9.285606220073572e-20,0,0,0,0
991,"(13, 30)",26.75105330814241,1.8566606405950818e-61,162.7052799403278,0.0,5.5599817833409e-17,0.956989247311828,2.0477724868212407e-37,8619.5,1.2984822308522795e-31,0,0,0,0
992,"(13, 31)",25.797999592103118,7.4889874774617495e-59,159.78952409857362,0.0,5.5411487826240534e-17,0.956989247311828,2.0477724868212407e-37,8608.5,1.8471081453624106e-31,0,0,0,0
993,"(13, 32)",13.367577846909501,7.030933986615611e-29,183.0024937816125,0.0,5.558893623470038e-17,0.7419354838709677,1.1693766620174643e-22,7881.5,3.3908472466778307e-22,0,0,0,0
994,"(13, 33)",12.480528018488476,2.732558095022311e-26,183.82400471242954,0.0,5.56288452626055e-17,0.6989247311827956,3.723788312050369e-20,7787.0,4.072267784846529e-21,0,0,0,0
995,"(13, 34)",-35.64385227576212,7.562907096686007e-74,145.74318540788914,0.0,5.567241323458242e-17,1.0,8.159117334355236e-41,0.0,5.032287003052893e-32,0,0,0,0
996,"(13, 35)",-16.810573382070583,1.2953490919710299e-33,122.56165690636949,0.0,5.569420929930608e-17,0.967741935483871,2.988006733509631e-38,58.5,3.285965835846939e-31,0,0,0,0
997,"(13, 36)",-33.90644929786408,6.7535018742448655e-74,156.11688463964043,0.0,5.56869430494015e-17,1.0,8.159117334355236e-41,0.0,5.019189877969241e-32,0,0,0,0
998,"(13, 37)",14.515922275748903,1.0475012266675478e-28,126.46605597398593,45.0,2.371026687109721e-16,0.7956989247311828,5.358259318339822e-26,7814.0,2.01487905374124e-21,0,0,0,0
999,"(13, 38)",27.211960783750776,1.4565243228319125e-64,173.82839806870777,0.0,5.561432976001365e-17,0.946236559139785,1.3735427130684675e-36,8618.0,1.3653187604044947e-31,0,0,0,0
1000,"(13, 39)",-7.604736550000672,1.435599080744999e-12,183.40570261811027,0.0,5.558168295262618e-17,0.45161290322580644,1.1572956985050704e-08,1892.0,3.472192803941615e-11,0,0,0,0
1001,"(13, 40)",-9.153239395313548,1.1128564887568083e-16,182.37316849560307,3.0,6.12919332649382e-17,0.5268817204301075,1.2267628888323143e-11,1477.5,8.878642987782845e-15,0,0,0,0
1002,"(13, 41)",25.547581232495837,2.9302187129508787e-62,183.02421441373227,0.0,5.56615182224278e-17,0.956989247311828,2.0477724868212407e-37,8627.5,1.0054925308228974e-31,0,0,0,0
1003,"(13, 42)",25.531921141094475,3.6674516250473625e-62,182.65577053121228,0.0,5.56651496694617e-17,0.903225806451613,2.2422672237121854e-33,8595.0,2.8492834110998747e-31,0,0,0,0
1004,"(13, 43)",21.38035774561373,1.0055597447389365e-51,183.6918351596502,0.0,5.563610435515526e-17,0.8709677419354839,4.594674735108977e-31,8502.0,5.364342603115475e-30,0,0,0,0
1005,"(13, 44)",-3.1894547429825932,0.0016907048430084748,174.07779944852305,1021.5,8.192707177019442e-06,0.29032258064516125,0.0007883546570811146,3147.5,0.0013506115844752772,0,0,0,0
1006,"(13, 45)",-5.629818908636582,6.661059194969969e-08,183.69776792996183,209.5,3.692563631779289e-14,0.30107526881720437,0.0004363960539464224,2645.5,4.822222566783136e-06,0,0,0,0
1007,"(13, 46)",-23.42152329539303,7.31217018505779e-44,106.73384683089685,0.0,5.569420929930608e-17,1.0,8.159117334355236e-41,0.0,5.029337258334087e-32,0,0,0,0
1008,"(13, 47)",-4.238310507765922,3.9560763695567486e-05,147.24700112960306,674.5,7.0540276624632365e-09,0.3978494623655914,8.091488639676162e-07,2945.0,0.0001722331025798711,0,0,0,0
1009,"(13, 48)",-5.15048841560232,7.044361955573884e-07,172.31272006808456,715.0,1.755745837383534e-08,0.38709677419354843,1.7738882125512163e-06,2633.0,4.09644641715784e-06,0,0,0,0
1010,"(13, 49)",-4.800245375201567,3.6213820727901936e-06,159.43749717085143,366.0,3.1265132821071868e-12,0.3118279569892473,0.00023642877170222662,2747.5,1.747193551300357e-05,0,0,0,0
1011,"(13, 50)",7.014261872955324,4.342927950576501e-11,182.80777701058628,68.5,4.99443283834673e-16,0.4731182795698925,1.820677558014061e-09,6650.0,2.396229478779868e-10,0,0,0,0
1012,"(13, 51)",26.706828462816475,1.9590010518019743e-63,173.9078427280912,0.0,5.5599817833409e-17,0.956989247311828,2.0477724868212407e-37,8611.5,1.6819845324308544e-31,0,0,0,0
1013,"(13, 52)",10.808922892752582,2.3025473443290754e-21,182.51516587258232,0.0,5.559256321084451e-17,0.6236559139784946,3.90581183398826e-16,7516.0,3.545777997370242e-18,0,0,0,0
1014,"(13, 53)",8.20991735668208,1.867489859813144e-13,130.49435756834498,278.0,2.6916635296103014e-13,0.6559139784946236,8.40583549364951e-18,7023.5,1.9672113315253898e-13,0,0,0,0
1015,"(13, 54)",4.151527892989375,5.0517478621905995e-05,183.48565798449022,946.5,2.0603402967159055e-06,0.43010752688172044,6.749894325250835e-08,6077.0,1.8184310233202928e-06,0,0,0,0
1016,"(13, 55)",-8.299182191351475,2.2231110814837583e-14,183.41832340258037,0.0,5.558893623470038e-17,0.4838709677419355,6.992265167958498e-10,1670.5,4.879278645422253e-13,0,0,0,0
1017,"(13, 56)",4.105860186185096,6.059496930676257e-05,183.35705916247815,958.5,2.583351514680905e-06,0.43010752688172044,6.749894325250835e-08,6061.0,2.2559308983790235e-06,0,0,0,0
1018,"(13, 57)",-13.490294657687643,1.2251567912799955e-26,132.48108063882128,53.5,3.1079623635234117e-16,0.8064516129032258,1.0794899171829607e-26,808.5,1.005898622582332e-21,0,0,0,0
1019,"(13, 58)",23.756940252971887,7.470584207577883e-58,183.2920224586485,0.0,5.563610435515526e-17,0.8817204301075269,7.962912998942335e-32,8514.5,3.6207215644893646e-30,0,0,0,0
1020,"(13, 59)",10.443997569621429,3.851787877845646e-20,174.47630551135447,0.0,5.550919925907097e-17,0.6666666666666666,2.2397080467932757e-18,7453.0,1.5798881870334014e-17,0,0,0,0
1021,"(13, 60)",-1.576598237228266,0.11694282054795675,153.78948834695183,1253.0,0.00035206213512537177,0.13978494623655913,0.32356500602640936,4005.5,0.38557075129518026,1,0,1,1
1022,"(13, 61)",-0.4390764911602546,0.6611214313711253,183.9483101498617,1794.0,0.1335698391991975,0.12903225806451613,0.4210978127131917,4248.0,0.8359889227390234,1,1,1,1
1023,"(13, 62)",24.999652589239698,4.5527825262745445e-61,183.99255837521352,0.0,5.558893623470038e-17,0.946236559139785,1.3735427130684675e-36,8600.5,2.388785017888018e-31,0,0,0,0
1024,"(13, 63)",-11.17559713833746,3.1518850294874747e-19,98.73342116578371,113.0,2.005000922086387e-15,0.7849462365591398,2.6030900929026115e-25,740.5,1.6473804669596262e-22,0,0,0,0
1025,"(13, 64)",2.056304692054309,0.041165595174670624,183.91322822641288,371.0,3.5666020930059163e-12,0.1935483870967742,0.061375000223921845,5173.0,0.020880192615743354,0,0,1,0
1026,"(13, 65)",-27.871531524577286,6.124096328140312e-68,183.93265545850136,0.0,5.55454299431617e-17,1.0,8.159117334355236e-41,0.0,5.027699237139063e-32,0,0,0,0
1027,"(13, 66)",19.561741846090648,2.3548219057211324e-40,128.56208772944694,0.0,5.559619041040962e-17,0.8709677419354839,4.594674735108977e-31,8286.5,3.7457367222463096e-27,0,0,0,0
1028,"(13, 67)",22.087575061054007,5.187958957278084e-48,143.4811389062965,0.0,5.55454299431617e-17,0.8709677419354839,4.594674735108977e-31,8479.5,1.0813335447717775e-29,0,0,0,0
1029,"(13, 68)",22.098886166418755,4.526871975863248e-48,143.70348712190057,0.0,5.55454299431617e-17,0.8709677419354839,4.594674735108977e-31,8479.5,1.0815287772116933e-29,0,0,0,0
1030,"(13, 69)",-9.263105033685273,5.564572659191458e-17,182.21389977139185,0.0,5.557080470485515e-17,0.4838709677419355,6.992265167958498e-10,1470.0,7.573990105791489e-15,0,0,0,0
1031,"(13, 70)",-33.21956579761129,2.1707535141801628e-72,155.03253123823032,0.0,5.569420929930608e-17,1.0,8.159117334355236e-41,0.0,5.033926476272105e-32,0,0,0,0
1032,"(13, 71)",11.67664057402078,6.286401461079904e-24,183.98082698782403,0.0,5.552368885448919e-17,0.7311827956989246,5.101778063656176e-22,7668.0,8.517066738073186e-20,0,0,0,0
1033,"(13, 72)",-2.8889039835264225,0.00433453238166044,182.27568376423605,951.0,2.2416243387906513e-06,0.17204301075268813,0.1274794396665776,3624.5,0.05671034173547735,0,0,1,1
1034,"(13, 73)",-3.900868720476807,0.0001343715514592065,183.58349280359818,93.5,1.0922936788551206e-15,0.2258064516129032,0.017443486495211196,3081.0,0.0007088429443092468,0,0,0,0
1035,"(13, 74)",6.747984344290157,2.2828286049856418e-10,169.2125730013662,371.5,3.637201447834272e-12,0.5161290322580645,3.481243839633821e-11,6525.0,2.0601012535537143e-09,0,0,0,0
1036,"(13, 75)",-18.930041931328773,1.3917680446439456e-38,125.47524851913126,0.0,5.56397342367894e-17,1.0,8.159117334355236e-41,0.0,5.029992611965756e-32,0,0,0,0
1037,"(13, 76)",8.306251442699649,6.308946139549404e-14,145.3633264098164,301.5,5.241456876844579e-13,0.6774193548387097,5.840664605098827e-19,7055.0,1.0312827697288886e-13,0,0,0,0
1038,"(13, 77)",7.578630506706311,2.1791849259845623e-12,169.38313942253743,381.0,4.703876155534058e-12,0.5806451612903225,4.828325754043582e-14,6774.5,2.5109750481845533e-11,0,0,0,0
1039,"(13, 78)",-4.220625151279968,4.108162869764982e-05,157.0614851410261,1340.5,0.0012047512000401845,0.24731182795698922,0.006771552476655329,3222.0,0.0026814866884394477,0,0,0,0
1040,"(13, 79)",-25.212262648680287,4.628765997961656e-51,125.9833256756634,0.0,5.569420929930608e-17,0.989247311827957,5.9643388557606645e-40,7.0,6.292053275058699e-32,0,0,0,0
1041,"(13, 80)",-3.960729971096041,0.00012935526462666875,116.03154465136213,1285.5,0.000563800882267266,0.3655913978494624,7.992872536634279e-06,3500.5,0.024880720260719635,0,0,0,0
1042,"(13, 81)",8.188602537828968,4.4876678071184125e-14,182.195449690257,5.5,6.652253135712768e-17,0.5376344086021505,4.231040172025421e-12,7054.0,1.0530609541247049e-13,0,0,0,0
1043,"(14, 15)",20.380327708875427,6.142196089914981e-40,114.76625738647226,0.0,5.570874448462588e-17,0.978494623655914,4.267187967340601e-39,8637.0,7.440866210432677e-32,0,0,0,0
1044,"(14, 16)",30.0948613294219,2.0633735139056192e-60,129.90201046536458,0.0,5.568331026009165e-17,1.0,8.159117334355236e-41,8649.0,5.049691843175833e-32,0,0,0,0
1045,"(14, 17)",30.818746010776163,2.4857452243305533e-52,98.33557472576466,0.0,5.570147644434668e-17,1.0,8.159117334355236e-41,8649.0,5.048376232690879e-32,0,0,0,0
1046,"(14, 18)",7.095807022286477,9.038723350430035e-11,122.63407890659798,662.0,5.2985796516079275e-09,0.4838709677419355,6.992265167958498e-10,6225.5,2.2539958131016892e-07,0,0,0,0
1047,"(14, 19)",28.187131054259677,5.703071287360008e-49,98.56893147310947,0.0,5.567604535269579e-17,1.0,8.159117334355236e-41,8649.0,5.022461051355945e-32,0,0,0,0
1048,"(14, 20)",23.93521429885798,7.94626042687665e-52,142.75081199546804,1.0,5.755414481770563e-17,0.956989247311828,2.0477724868212407e-37,8605.0,2.0789997412047796e-31,0,0,0,0
1049,"(14, 21)",13.308932166683046,1.6201529759102816e-25,122.00619375698874,58.5,3.642587682892838e-16,0.7311827956989247,5.101778063656103e-22,8049.0,3.519884071446883e-24,0,0,0,0
1050,"(14, 22)",23.860826691277357,2.180088039820544e-45,110.42490274323957,0.0,5.570511035257526e-17,1.0,8.159117334355236e-41,8649.0,5.032287003052893e-32,0,0,0,0
1051,"(14, 23)",37.761839106109264,1.4771195120095184e-65,112.02818527248215,0.0,5.567967769452712e-17,1.0,8.159117334355236e-41,8649.0,5.038191535410554e-32,0,0,0,0
1052,"(14, 24)",37.1518182073537,5.706341300377909e-65,112.43428029505483,0.0,5.567967769452712e-17,1.0,8.159117334355236e-41,8649.0,5.044102797857143e-32,0,0,0,0
1053,"(14, 25)",27.997313688622082,1.2139180317744197e-49,101.86268362092538,0.0,5.569057606246827e-17,1.0,8.159117334355236e-41,8649.0,5.036550712765011e-32,0,0,0,0
1054,"(14, 26)",30.518688530268395,2.8114445022947233e-51,96.21051885210665,0.0,5.570147644434668e-17,1.0,8.159117334355236e-41,8649.0,4.998954751849925e-32,0,0,0,0
1055,"(14, 27)",-3.0454118174868987,0.0026765607323696703,178.04254364987338,1458.5,0.0053426803579530655,0.22580645161290325,0.017443486495211147,3408.0,0.012589427304367521,0,0,0,0
1056,"(14, 28)",35.681830723061275,4.873982405221303e-62,109.25654302579728,0.0,5.569420929930608e-17,1.0,8.159117334355236e-41,8649.0,5.038191535410554e-32,0,0,0,0
1057,"(14, 29)",28.95461673383718,1.15544479556155e-61,142.93566540422543,0.0,5.570874448462588e-17,0.978494623655914,4.267187967340601e-39,8644.5,5.830826960453905e-32,0,0,0,0
1058,"(14, 30)",37.09832746017286,3.5151868823101354e-63,107.72229162670283,0.0,5.569420929930608e-17,1.0,8.159117334355236e-41,8649.0,5.041146324907645e-32,0,0,0,0
1059,"(14, 31)",36.58555041117195,3.1712569026395363e-62,106.7608887984405,0.0,5.569784275992784e-17,1.0,8.159117334355236e-41,8649.0,5.040161208070906e-32,0,0,0,0
1060,"(14, 32)",30.276714417186454,3.796462071409528e-58,120.43430225326523,0.0,5.567967769452712e-17,1.0,8.159117334355236e-41,8649.0,5.049033996305206e-32,0,0,0,0
1061,"(14, 33)",29.752120755265906,5.4479193824050254e-58,122.84686252819574,0.0,5.570874448462588e-17,1.0,8.159117334355236e-41,8649.0,5.047389743351969e-32,0,0,0,0
1062,"(14, 34)",-4.922659719241304,1.996912940581009e-06,171.1321834031338,1082.5,2.3759196007003248e-05,0.34408602150537637,3.304614937233448e-05,2711.0,1.1138951078343416e-05,0,0,0,0
1063,"(14, 35)",4.105468745328068,6.0637231447565075e-05,183.76364513544715,1044.5,1.2318113600763934e-05,0.37634408602150543,3.806136862024841e-06,5903.0,1.7194528895267285e-05,0,0,0,0
1064,"(14, 36)",-1.8887350993666272,0.06072443841046147,161.1133066049807,1552.5,0.015290085945747016,0.2795698924731183,0.0013938716778410314,3648.0,0.06554296841190034,1,0,0,1
1065,"(14, 37)",31.018279203760372,1.1826330788957155e-52,98.56115515273471,0.0,5.570147644434668e-17,1.0,8.159117334355236e-41,8649.0,5.041474738751636e-32,0,0,0,0
1066,"(14, 38)",37.520374801146,2.1490953893723687e-65,112.37352636445551,0.0,5.569420929930608e-17,1.0,8.159117334355236e-41,8649.0,5.051007786725808e-32,0,0,0,0
1067,"(14, 39)",18.233332650951912,1.965446387085345e-37,128.33505748696587,0.0,5.567241323458242e-17,0.8924731182795699,1.350670774653712e-32,8529.5,2.277211088450876e-30,0,0,0,0
1068,"(14, 40)",18.13613929708,4.313215335679621e-36,119.33088836466366,0.0,5.569420929930608e-17,0.9139784946236559,3.6432214330794057e-34,8581.5,4.395856314043275e-31,0,0,0,0
1069,"(14, 41)",36.89665091613973,1.676456092672283e-67,120.47851857545835,0.0,5.570147644434668e-17,1.0,8.159117334355236e-41,8649.0,5.046732187833035e-32,0,0,0,0
1070,"(14, 42)",37.10500351633356,3.9017194383345794e-71,130.31412625496097,0.0,5.569057606246827e-17,1.0,8.159117334355236e-41,8649.0,5.050349773312388e-32,0,0,0,0
1071,"(14, 43)",34.698762914283535,9.743437313646756e-67,127.27938879109298,0.0,5.56869430494015e-17,1.0,8.159117334355236e-41,8649.0,5.048047382101536e-32,0,0,0,0
1072,"(14, 44)",19.788677509559452,1.022003827144785e-42,142.48292272209306,0.0,5.568331026009165e-17,0.956989247311828,2.0477724868212407e-37,8619.5,1.30408550005065e-31,0,0,0,0
1073,"(14, 45)",19.811409580602913,5.575324307281484e-40,122.29143910631366,0.0,5.567967769452712e-17,0.956989247311828,2.0477724868212407e-37,8620.0,1.2852229149780054e-31,0,0,0,0
1074,"(14, 46)",-6.619269517271508,5.203442267695605e-10,159.70437545423087,528.5,2.1668241697969413e-10,0.3655913978494624,7.992872536634279e-06,2147.5,3.0506394672928364e-09,0,0,0,0
1075,"(14, 47)",16.975351673131296,2.0342595441503365e-38,169.72827906814717,3.0,6.139970126996942e-17,0.9139784946236559,3.6432214330794057e-34,8460.0,1.9847260262959785e-29,0,0,0,0
1076,"(14, 48)",18.447472369281506,8.311356221154963e-40,144.4563827380129,39.0,1.959202011580424e-16,0.9139784946236559,3.6432214330794057e-34,8516.0,3.477851264946687e-30,0,0,0,0
1077,"(14, 49)",21.459671712377656,1.7010374789078334e-40,106.6494410826633,0.0,5.569057606246827e-17,1.0,8.159117334355236e-41,8649.0,5.033270624727541e-32,0,0,0,0
1078,"(14, 50)",26.482675637703476,3.233697575990097e-54,129.96257427396336,0.0,5.56869430494015e-17,1.0,8.159117334355236e-41,8649.0,5.049033996305206e-32,0,0,0,0
1079,"(14, 51)",37.26142661511937,4.265107003374077e-65,112.41582806404205,0.0,5.568331026009165e-17,1.0,8.159117334355236e-41,8649.0,5.05166588342551e-32,0,0,0,0
1080,"(14, 52)",28.906189689972674,8.749026871521446e-56,119.5555078448969,0.0,5.57123788405127e-17,1.0,8.159117334355236e-41,8649.0,5.0513368246642e-32,0,0,0,0
1081,"(14, 53)",28.093333001290997,4.430566715013105e-49,99.39809278142377,0.0,5.569057606246827e-17,1.0,8.159117334355236e-41,8649.0,5.032942730084829e-32,0,0,0,0
1082,"(14, 54)",24.92692391911442,5.685973696335057e-51,128.06940108951628,0.0,5.570874448462588e-17,0.978494623655914,4.267187967340601e-39,8645.0,5.74157579370192e-32,0,0,0,0
1083,"(14, 55)",17.842032224502496,1.4720832988909077e-36,128.29424604382208,0.0,5.569057606246827e-17,0.881720430107527,7.962912998942109e-32,8497.5,6.198853612764397e-30,0,0,0,0
1084,"(14, 56)",24.882063484551757,5.653559519960435e-51,128.48883653860133,0.0,5.570147644434668e-17,0.978494623655914,4.267187967340601e-39,8645.0,5.740829168748949e-32,0,0,0,0
1085,"(14, 57)",8.54636251518548,5.096305966855297e-15,181.56050675215593,433.5,1.9067802339861662e-11,0.4516129032258065,1.1572956985050623e-08,6890.5,2.780656359769101e-12,0,0,0,0
1086,"(14, 58)",36.06275976178481,3.904522413007854e-69,128.686543687195,0.0,5.570874448462588e-17,1.0,8.159117334355236e-41,8649.0,5.033270624727541e-32,0,0,0,0
1087,"(14, 59)",28.865127222162577,6.80032712078636e-54,112.7244945265174,0.0,5.568331026009165e-17,1.0,8.159117334355236e-41,8649.0,5.028354383414761e-32,0,0,0,0
1088,"(14, 60)",23.166208273681594,4.598312501681801e-43,104.97271190639479,0.0,5.567241323458242e-17,1.0,8.159117334355236e-41,8649.0,5.044760020556389e-32,0,0,0,0
1089,"(14, 61)",22.459717735868992,7.800587639770932e-46,125.73042153536078,0.0,5.570511035257526e-17,1.0,8.159117334355236e-41,8649.0,5.05495761658373e-32,0,0,0,0
1090,"(14, 62)",36.684420727754215,1.5582654400584045e-68,124.30532624239758,0.0,5.570874448462588e-17,1.0,8.159117334355236e-41,8649.0,5.047718552322203e-32,0,0,0,0
1091,"(14, 63)",-0.2879067218246528,0.7738863223256881,127.30480391545615,2141.0,0.8646108134554964,0.33333333333333337,6.506094234534011e-05,4737.0,0.26175044188373264,1,1,0,1
